Gen	theta_1El	theta_2Mi	theta_3An	theta_4Po	theta_5Ab	theta_6Ge	theta_7Tr	theta_8MiPoAbAnGeTrEl	theta_9MiPoAbAnGeTr	theta_10MiPoAb	theta_11PoAb	theta_12AnGeTr	theta_13GeTr	tau_8MiPoAbAnGeTrEl	tau_9MiPoAbAnGeTr	tau_10MiPoAb	tau_11PoAb	tau_12AnGeTr	tau_13GeTr	M_El->Ge	M_El->Tr	M_An->Po	M_An->Ge	M_Po->An	M_Po->Ab	M_Ab->Po	M_Ge->El	M_Ge->An	M_Ge->Tr	M_Tr->El	M_Tr->Ge	lnL
1829	0.002306	0.001272	0.001692	0.005164	0.002482	0.002294	0.002117	0.005895	0.001760	0.003829	0.007433	0.001282	0.010173	0.002194	0.002173	0.000894	0.000835	0.002145	0.000290	0.000000	0.000000	0.000712	0.037983	0.000105	0.000000	0.313328	0.000095	0.160528	0.000000	0.063026	0.004392	-11899.800
1830	0.002306	0.001272	0.001692	0.005164	0.002482	0.002914	0.002117	0.004959	0.001760	0.003829	0.005883	0.001295	0.008998	0.002194	0.002173	0.000894	0.000890	0.002127	0.000290	0.000000	0.000000	0.004558	0.037983	0.000483	0.000000	0.313328	0.000003	0.160528	0.000000	0.063026	0.004392	-11913.225
1831	0.002306	0.001272	0.001692	0.006275	0.002482	0.002914	0.002117	0.004959	0.001760	0.004217	0.005136	0.001295	0.010246	0.002194	0.002173	0.000894	0.000890	0.002127	0.000290	0.000000	0.000002	0.000593	0.037983	0.000003	0.000000	0.313328	0.000121	0.160528	0.000000	0.063026	0.000052	-11916.001
1832	0.002306	0.001272	0.001692	0.006275	0.002482	0.002914	0.002117	0.006231	0.001760	0.004217	0.005942	0.001295	0.009858	0.002194	0.002173	0.000894	0.000890	0.002127	0.000323	0.000000	0.000000	0.000593	0.037983	0.000081	0.000000	0.313328	0.000121	0.160528	0.000000	0.063026	0.000001	-11925.542
1833	0.002306	0.001272	0.001692	0.006275	0.002482	0.002914	0.002117	0.005297	0.001872	0.003580	0.005971	0.001295	0.009858	0.002194	0.002173	0.000894	0.000886	0.002127	0.000323	0.000000	0.000000	0.000281	0.037983	0.003160	0.000000	0.313328	0.002517	0.160528	0.000000	0.060340	0.000000	-11935.732
1834	0.002234	0.001233	0.001639	0.005513	0.002405	0.002354	0.002051	0.005132	0.001738	0.003469	0.005209	0.002410	0.011649	0.002126	0.002105	0.000866	0.000858	0.002061	0.000257	0.000000	0.000004	0.000281	0.037983	0.000137	0.000000	0.313328	0.002517	0.160528	0.000000	0.060340	0.000000	-11926.105
1835	0.002234	0.001233	0.001639	0.005513	0.002405	0.002354	0.002051	0.006573	0.002661	0.003469	0.004179	0.002964	0.010701	0.002126	0.002105	0.000866	0.000858	0.002014	0.000257	0.000000	0.000004	0.003533	0.037983	0.000004	0.000000	0.313328	0.002517	0.160528	0.000000	0.060340	0.000000	-11924.317
1836	0.002234	0.001233	0.001639	0.005513	0.003107	0.002354	0.002051	0.006573	0.002491	0.003469	0.003284	0.002964	0.011707	0.002126	0.002063	0.000866	0.000858	0.002014	0.000257	0.000000	0.000133	0.000028	0.037983	0.000066	0.000000	0.313328	0.002517	0.160528	0.000000	0.186215	0.000000	-11932.068
1837	0.002234	0.001233	0.001639	0.005513	0.003107	0.002301	0.002051	0.005551	0.002491	0.003469	0.003284	0.002109	0.010784	0.002126	0.002063	0.000866	0.000858	0.002014	0.000257	0.000000	0.000133	0.000756	0.037983	0.001441	0.000000	0.313328	0.002517	0.160528	0.000000	0.186215	0.000000	-11931.238
1838	0.002234	0.001233	0.001565	0.005513	0.003107	0.002301	0.002051	0.005551	0.002491	0.003469	0.003284	0.002109	0.011549	0.002126	0.002063	0.000866	0.000858	0.002014	0.000257	0.000000	0.000133	0.000756	0.037983	0.001441	0.000000	0.313328	0.002517	0.160528	0.000000	0.186215	0.000000	-11949.580
1839	0.002234	0.001233	0.001565	0.005513	0.003107	0.002301	0.001596	0.005551	0.002491	0.003469	0.003067	0.003108	0.010155	0.002126	0.002063	0.000866	0.000858	0.001974	0.000257	0.000000	0.000055	0.000756	0.170154	0.001441	0.000000	0.313328	0.000096	0.160528	0.000000	0.186215	0.000000	-11950.046
1840	0.002234	0.001233	0.001565	0.005513	0.003107	0.002301	0.001596	0.005551	0.005519	0.003469	0.002845	0.003108	0.010155	0.002126	0.002007	0.000866	0.000858	0.001974	0.000257	0.000000	0.000033	0.000006	0.170154	0.001441	0.000000	0.313328	0.000007	0.160528	0.000000	0.186215	0.000002	-11925.400
1841	0.002234	0.001233	0.001565	0.005513	0.003107	0.002301	0.001596	0.005551	0.004526	0.003469	0.001905	0.004368	0.009879	0.002126	0.002007	0.000866	0.000858	0.001926	0.000257	0.000000	0.000033	0.000185	0.170154	0.000020	0.000000	0.313328	0.000667	0.160528	0.000000	0.186215	0.000000	-11908.435
1842	0.002304	0.001271	0.001614	0.005685	0.003204	0.003749	0.001646	0.006738	0.004667	0.003577	0.002953	0.006463	0.009494	0.002192	0.002069	0.000893	0.000885	0.002018	0.000301	0.000000	0.000002	0.002056	0.170154	0.000000	0.000000	0.313328	0.000667	0.160528	0.000000	0.186215	0.000000	-11897.850
1843	0.002304	0.001271	0.001614	0.005685	0.003204	0.002627	0.001646	0.006719	0.003862	0.003577	0.002960	0.006250	0.009494	0.002192	0.002069	0.000893	0.000885	0.002006	0.000301	0.000000	0.000371	0.002056	0.078910	0.000028	0.000000	0.313328	0.000828	0.160528	0.000000	0.186215	0.000004	-11909.937
1844	0.002117	0.001168	0.001483	0.005223	0.002944	0.002414	0.001512	0.006441	0.002846	0.003286	0.001897	0.004986	0.009721	0.002014	0.001901	0.000821	0.000813	0.001843	0.000277	0.000000	0.000114	0.000052	0.078910	0.000195	0.000000	0.313328	0.000828	0.160528	0.000000	0.186215	0.000161	-11934.022
1845	0.002117	0.001168	0.001483	0.005223	0.002944	0.002414	0.001512	0.006952	0.002164	0.003286	0.001897	0.003130	0.010946	0.002014	0.001901	0.000821	0.000813	0.001843	0.000277	0.000003	0.003075	0.000070	0.078910	0.000001	0.000000	0.313328	0.000008	0.160528	0.000000	0.186215	0.022175	-11922.538
1846	0.002117	0.001168	0.001351	0.004919	0.002944	0.002414	0.001512	0.006870	0.002164	0.003286	0.003398	0.003130	0.010946	0.002014	0.001901	0.000821	0.000813	0.001843	0.000277	0.000003	0.003075	0.000070	0.078910	0.000000	0.000000	0.313328	0.000229	0.160528	0.000000	0.186215	0.000064	-11935.510
1847	0.002117	0.001168	0.001351	0.004919	0.002944	0.002480	0.001512	0.008039	0.002164	0.003286	0.002591	0.001976	0.010046	0.002014	0.001901	0.000821	0.000813	0.001843	0.000277	0.000154	0.000007	0.004504	0.078910	0.000000	0.000000	0.313328	0.000229	0.160528	0.000000	0.186215	0.013724	-11925.929
1848	0.002117	0.001168	0.001351	0.004919	0.002944	0.002480	0.001512	0.008780	0.002172	0.003286	0.001656	0.003195	0.009233	0.002014	0.001901	0.000821	0.000813	0.001800	0.000277	0.000154	0.000007	0.004504	0.078910	0.000002	0.000000	0.313328	0.010626	0.160528	0.000000	0.186215	0.000757	-11935.239
1849	0.002117	0.001168	0.002230	0.004919	0.002944	0.002480	0.001512	0.009213	0.003279	0.003286	0.001656	0.002976	0.009233	0.002014	0.001901	0.000821	0.000813	0.001800	0.000277	0.003634	0.000078	0.002282	0.078910	0.000090	0.000000	0.313328	0.000364	0.160528	0.000000	0.186215	0.000011	-11943.290
1850	0.002117	0.001168	0.002230	0.004919	0.002944	0.002480	0.002729	0.009213	0.003627	0.003286	0.001111	0.002967	0.010121	0.002014	0.001912	0.000821	0.000813	0.001804	0.000277	0.000081	0.000012	0.002282	0.054604	0.001636	0.000000	0.313328	0.000364	0.160528	0.000000	0.186215	0.000010	-11928.486
1851	0.002117	0.001168	0.002230	0.004919	0.002944	0.002480	0.002729	0.008250	0.002978	0.003696	0.002110	0.002884	0.011248	0.002014	0.001965	0.000821	0.000813	0.001848	0.000277	0.004043	0.000022	0.000088	0.054604	0.000037	0.000000	0.313328	0.000000	0.160528	0.000000	0.186215	0.000010	-11930.561
1852	0.002117	0.001168	0.002230	0.004919	0.002944	0.002480	0.002729	0.007713	0.002272	0.003696	0.002110	0.002884	0.010042	0.002014	0.001965	0.000821	0.000813	0.001848	0.000277	0.000264	0.000348	0.000088	0.054604	0.002127	0.000000	0.185595	0.000000	0.160528	0.000000	0.186215	0.000010	-11917.745
1853	0.002346	0.001294	0.002472	0.005452	0.003263	0.002749	0.002102	0.008548	0.003136	0.003839	0.002339	0.003283	0.013622	0.002232	0.002153	0.000910	0.000901	0.002003	0.000256	0.000000	0.000018	0.004596	0.054604	0.002127	0.000000	0.185595	0.002837	0.160528	0.000029	0.186215	0.000042	-11912.888
1854	0.002346	0.001294	0.002472	0.005452	0.003263	0.002749	0.002102	0.008459	0.003136	0.004845	0.001571	0.003283	0.012382	0.002232	0.002153	0.000910	0.000901	0.002003	0.000282	0.000278	0.001255	0.004596	0.054604	0.000072	0.000000	0.185595	0.002837	0.160528	0.001033	0.186215	0.000002	-11912.921
1855	0.002346	0.001294	0.002472	0.005452	0.003263	0.002749	0.002102	0.009116	0.002674	0.004845	0.002356	0.002727	0.011994	0.002232	0.002179	0.000910	0.000901	0.002003	0.000282	0.000278	0.000010	0.004596	0.130050	0.000002	0.000000	0.185595	0.002837	0.160528	0.001033	0.186215	0.000000	-11936.324
1856	0.002176	0.001200	0.002293	0.005057	0.003026	0.002550	0.001949	0.008456	0.002481	0.004494	0.001130	0.003183	0.011125	0.002071	0.002021	0.000844	0.000836	0.001839	0.000261	0.000024	0.000606	0.000804	0.130050	0.000125	0.000000	0.185595	0.002837	0.160528	0.000063	0.186215	0.000000	-11922.048
1857	0.002176	0.001200	0.001531	0.005057	0.003026	0.002550	0.001949	0.007628	0.002359	0.004494	0.001130	0.003797	0.011867	0.002071	0.002030	0.000844	0.000836	0.001889	0.000261	0.000003	0.000048	0.000804	0.130050	0.000484	0.000000	0.185595	0.002837	0.160528	0.000063	0.186215	0.000000	-11911.571
1858	0.002278	0.001080	0.001377	0.004549	0.002722	0.001464	0.001754	0.007323	0.002122	0.004043	0.001017	0.004247	0.012017	0.001863	0.001826	0.000759	0.000752	0.001699	0.000235	0.000000	0.000048	0.000088	0.130050	0.000476	0.000000	0.185595	0.000110	0.160528	0.001361	0.186215	0.000000	-11921.525
1859	0.002278	0.001080	0.001377	0.004549	0.002722	0.001464	0.001754	0.006598	0.002122	0.004043	0.001017	0.005342	0.012944	0.001863	0.001826	0.000759	0.000752	0.001699	0.000235	0.000024	0.000000	0.002922	0.130050	0.009556	0.000000	0.185595	0.000168	0.160528	0.001361	0.186215	0.000000	-11901.823
1860	0.002278	0.001080	0.001377	0.004549	0.002722	0.001464	0.001754	0.006598	0.002122	0.005214	0.001017	0.005465	0.013978	0.001863	0.001826	0.000759	0.000752	0.001699	0.000235	0.000020	0.000000	0.002922	0.130050	0.000070	0.000000	0.185595	0.007316	0.160528	0.001361	0.186215	0.000000	-11891.577
1861	0.002284	0.001080	0.001377	0.004549	0.002722	0.001464	0.001754	0.007199	0.002122	0.005214	0.001017	0.004849	0.013978	0.001863	0.001826	0.000759	0.000752	0.001699	0.000235	0.000870	0.000001	0.000126	0.130050	0.002924	0.000000	0.185595	0.000095	0.160528	0.001361	0.186215	0.000000	-11909.439
1862	0.002284	0.001080	0.001377	0.004549	0.002722	0.001464	0.001754	0.008331	0.001218	0.005214	0.001017	0.005870	0.013453	0.001863	0.001826	0.000759	0.000752	0.001699	0.000235	0.000870	0.000069	0.000002	0.130050	0.002924	0.000000	0.185595	0.000001	0.160528	0.001361	0.186215	0.000000	-11905.116
1863	0.002775	0.001186	0.001513	0.004998	0.002506	0.001608	0.001927	0.009153	0.001338	0.004265	0.001117	0.005789	0.014165	0.002047	0.002007	0.000834	0.000826	0.001932	0.000287	0.000035	0.000069	0.000076	0.130050	0.002924	0.000000	0.185595	0.000000	0.160528	0.002135	0.186215	0.000000	-11898.642
1864	0.002775	0.001186	0.001513	0.004998	0.002893	0.001608	0.001713	0.008493	0.001338	0.005041	0.001117	0.005395	0.015231	0.002047	0.002007	0.000834	0.000826	0.001852	0.000287	0.004849	0.000069	0.000000	0.130050	0.002924	0.000000	0.185595	0.000000	0.193256	0.019011	0.186215	0.000000	-11885.816
1865	0.002775	0.001186	0.001516	0.004998	0.002893	0.001608	0.001713	0.008493	0.001306	0.005041	0.001117	0.004484	0.016412	0.002047	0.002010	0.000834	0.000826	0.001885	0.000287	0.000092	0.000000	0.000000	0.130050	0.002924	0.000000	0.185595	0.000000	0.193256	0.000210	0.186215	0.000000	-11903.605
1866	0.002775	0.001186	0.001538	0.004998	0.003207	0.001608	0.001713	0.009468	0.001306	0.005041	0.001663	0.004664	0.016865	0.002047	0.002010	0.000834	0.000826	0.001885	0.000270	0.000000	0.000000	0.000000	0.130050	0.002924	0.000000	0.185595	0.000000	0.193256	0.000210	0.186215	0.000000	-11935.290
1867	0.002573	0.001100	0.001425	0.004634	0.002974	0.001491	0.001589	0.008778	0.001211	0.003978	0.002383	0.003544	0.014718	0.001897	0.001864	0.000773	0.000762	0.001771	0.000273	0.000002	0.000000	0.000000	0.130050	0.002924	0.000000	0.185595	0.000001	0.193256	0.006578	0.186215	0.000000	-11914.250
1868	0.002740	0.001173	0.001520	0.004940	0.003170	0.001589	0.001694	0.009358	0.001291	0.004241	0.002540	0.002418	0.016476	0.002023	0.001987	0.000824	0.000813	0.001888	0.000298	0.000093	0.000000	0.000000	0.130050	0.002924	0.000000	0.185595	0.000000	0.193256	0.006578	0.186215	0.000000	-11914.424
1869	0.002654	0.001136	0.001472	0.004785	0.003070	0.001539	0.001517	0.008310	0.000927	0.003395	0.002828	0.002691	0.015958	0.001959	0.001924	0.000798	0.000787	0.001834	0.000289	0.000007	0.000000	0.000000	0.130050	0.002924	0.000000	0.185595	0.000000	0.193256	0.000183	0.186215	0.000000	-11906.032
1870	0.002654	0.001136	0.001472	0.004785	0.003070	0.001539	0.002198	0.009552	0.001788	0.004015	0.003463	0.002036	0.015646	0.001959	0.001924	0.000798	0.000788	0.001833	0.000289	0.000186	0.000000	0.000000	0.130050	0.002924	0.000000	0.185595	0.000093	0.193256	0.003618	0.186215	0.000000	-11947.515
1871	0.002654	0.001136	0.001472	0.004785	0.003070	0.001539	0.002198	0.008603	0.001712	0.004015	0.004064	0.002036	0.014926	0.001959	0.001929	0.000798	0.000789	0.001833	0.000289	0.002207	0.000000	0.000000	0.130050	0.002924	0.000000	0.185595	0.021094	0.193256	0.003618	0.186215	0.000000	-11939.837
1872	0.002654	0.001136	0.001472	0.004785	0.003070	0.001539	0.002198	0.007730	0.001712	0.004015	0.004064	0.003068	0.015917	0.001959	0.001929	0.000798	0.000789	0.001833	0.000289	0.002207	0.000004	0.000000	0.130050	0.002924	0.000000	0.185595	0.000631	0.193256	0.037057	0.186215	0.000000	-11917.706
1873	0.002654	0.001136	0.001472	0.004785	0.003070	0.001539	0.002198	0.006742	0.001712	0.004015	0.005056	0.002344	0.016589	0.001959	0.001929	0.000798	0.000789	0.001833	0.000289	0.001834	0.000000	0.000000	0.130050	0.002924	0.000000	0.185595	0.000631	0.193256	0.023337	0.186215	0.000000	-11905.853
1874	0.002654	0.001136	0.001472	0.004903	0.003070	0.001539	0.002198	0.006742	0.001712	0.004816	0.005124	0.001563	0.018458	0.001959	0.001929	0.000798	0.000778	0.001833	0.000259	0.000074	0.000000	0.000000	0.130050	0.002924	0.000000	0.185595	0.000631	0.193256	0.023337	0.186215	0.000000	-11918.346
1875	0.002654	0.001136	0.001472	0.004903	0.003070	0.001539	0.002198	0.006473	0.001712	0.004816	0.006312	0.001563	0.018458	0.001959	0.001929	0.000798	0.000778	0.001833	0.000259	0.000003	0.000000	0.000000	0.130050	0.002924	0.000000	0.185595	0.000052	0.193256	0.023337	0.186215	0.000000	-11904.839
1876	0.002336	0.001136	0.001472	0.004903	0.003070	0.001539	0.002198	0.005651	0.001712	0.005185	0.007651	0.001384	0.019736	0.001959	0.001929	0.000798	0.000734	0.001833	0.000259	0.000764	0.000000	0.000000	0.130050	0.002924	0.000000	0.185595	0.000052	0.193256	0.023337	0.186215	0.000000	-11897.433
1877	0.002336	0.001136	0.001472	0.004903	0.003070	0.001539	0.002198	0.005651	0.001119	0.003640	0.008511	0.002009	0.019736	0.001959	0.001936	0.000798	0.000734	0.001767	0.000259	0.000095	0.000000	0.000000	0.130050	0.002924	0.000000	0.185595	0.000002	0.193256	0.000198	0.186215	0.000000	-11901.667
1878	0.002336	0.001136	0.001472	0.004903	0.003070	0.001539	0.002198	0.005651	0.001119	0.003640	0.008232	0.002961	0.019736	0.001959	0.001936	0.000798	0.000759	0.001758	0.000259	0.002290	0.000000	0.000000	0.130050	0.002924	0.000000	0.185595	0.000001	0.193256	0.000084	0.186215	0.000000	-11905.032
1879	0.002336	0.001136	0.001472	0.004903	0.003070	0.001539	0.002198	0.005651	0.002183	0.003640	0.006849	0.003075	0.018116	0.001959	0.001936	0.000798	0.000759	0.001702	0.000259	0.002290	0.000000	0.000008	0.130050	0.002924	0.000000	0.185595	0.000000	0.193256	0.002654	0.186215	0.000000	-11928.827
1880	0.002336	0.001136	0.001472	0.004903	0.003070	0.001539	0.002198	0.006012	0.002183	0.003640	0.007602	0.003075	0.017178	0.001959	0.001936	0.000798	0.000772	0.001702	0.000259	0.002290	0.000000	0.000000	0.130050	0.042122	0.000000	0.185595	0.000000	0.200248	0.000270	0.186215	0.000000	-11916.668
1881	0.002336	0.001136	0.001472	0.004903	0.003070	0.002008	0.003220	0.006012	0.002286	0.003640	0.009089	0.003156	0.017988	0.001959	0.001890	0.000798	0.000738	0.001666	0.000259	0.002290	0.000000	0.000001	0.130050	0.001080	0.000000	0.185595	0.000106	0.200248	0.000270	0.186215	0.000000	-11911.961
1882	0.002336	0.001136	0.001472	0.004903	0.003070	0.002008	0.002477	0.006417	0.001467	0.003640	0.008606	0.003657	0.021402	0.001959	0.001890	0.000798	0.000738	0.001717	0.000218	0.002290	0.000000	0.000046	0.130050	0.001080	0.000000	0.185595	0.000000	0.200248	0.000006	0.186215	0.000000	-11929.099
1883	0.002336	0.001136	0.001472	0.004903	0.003070	0.002008	0.002477	0.006417	0.003710	0.003640	0.009312	0.003569	0.022903	0.001959	0.001862	0.000798	0.000751	0.001754	0.000218	0.002290	0.000000	0.001489	0.130050	0.001080	0.000000	0.185595	0.000018	0.200248	0.000002	0.186215	0.000000	-11933.731
1884	0.002167	0.001054	0.001365	0.004548	0.002848	0.001863	0.002297	0.005251	0.002417	0.003377	0.008998	0.002533	0.016615	0.001817	0.001769	0.000741	0.000696	0.001653	0.000253	0.028313	0.000000	0.001489	0.017287	0.030576	0.000000	0.185595	0.000018	0.200248	0.000000	0.186215	0.000000	-11937.176
1885	0.002386	0.001160	0.002197	0.005007	0.003136	0.002051	0.002530	0.005782	0.002661	0.003718	0.010872	0.002704	0.018561	0.002001	0.001948	0.000815	0.000767	0.001869	0.000250	0.000474	0.000000	0.000041	0.017287	0.030576	0.000000	0.185595	0.000630	0.200248	0.000000	0.186215	0.000000	-11941.895
1886	0.002287	0.001112	0.002106	0.004799	0.003005	0.001966	0.001426	0.006824	0.002550	0.003563	0.010612	0.002012	0.024788	0.001918	0.001867	0.000781	0.000744	0.001791	0.000172	0.000627	0.000000	0.000055	0.017287	0.030576	0.000000	0.185595	0.000630	0.200248	0.000000	0.187335	0.000000	-11923.586
1887	0.002135	0.001112	0.002106	0.004799	0.003005	0.001966	0.001426	0.006824	0.001650	0.003563	0.012900	0.002049	0.024108	0.001918	0.001867	0.000781	0.000703	0.001762	0.000186	0.001422	0.000000	0.003222	0.017287	0.030576	0.000000	0.185595	0.000005	0.200248	0.000000	0.187335	0.000000	-11936.931
1888	0.002135	0.001112	0.002106	0.004799	0.003005	0.001966	0.001426	0.006824	0.001650	0.002728	0.012100	0.002049	0.024102	0.001918	0.001867	0.000781	0.000703	0.001762	0.000186	0.001422	0.000000	0.000309	0.017287	0.030576	0.000000	0.185595	0.000008	0.200248	0.000001	0.187335	0.000000	-11905.392
1889	0.002135	0.001112	0.001957	0.004799	0.003005	0.001966	0.001426	0.006824	0.002583	0.004050	0.011224	0.002105	0.024980	0.001918	0.001829	0.000781	0.000703	0.001720	0.000186	0.001422	0.000000	0.000004	0.017287	0.030576	0.000000	0.185595	0.000000	0.200248	0.000000	0.187335	0.000000	-11904.044
1890	0.002135	0.001112	0.001957	0.004799	0.003005	0.001966	0.001426	0.006824	0.002024	0.004050	0.012926	0.002105	0.024980	0.001918	0.001859	0.000781	0.000658	0.001720	0.000186	0.001422	0.000000	0.000004	0.017287	0.013406	0.000000	0.185595	0.000000	0.273819	0.000000	0.187335	0.000000	-11907.375
1891	0.002135	0.001112	0.001957	0.004799	0.003005	0.001966	0.001426	0.008118	0.002024	0.004050	0.013731	0.002105	0.024820	0.001918	0.001859	0.000781	0.000658	0.001720	0.000186	0.000048	0.000000	0.000335	0.017287	0.020232	0.000000	0.185595	0.000008	0.273819	0.000000	0.187335	0.000000	-11919.053
1892	0.002135	0.001112	0.001957	0.004799	0.003005	0.001805	0.001705	0.007141	0.003101	0.003291	0.012638	0.002073	0.019992	0.001918	0.001859	0.000781	0.000658	0.001744	0.000213	0.000023	0.000000	0.006976	0.017287	0.020232	0.000000	0.185595	0.000254	0.273819	0.000000	0.187335	0.000000	-11893.775
1893	0.002135	0.001112	0.001957	0.004799	0.003005	0.001805	0.001705	0.007189	0.003101	0.003291	0.010613	0.002147	0.021252	0.001918	0.001859	0.000781	0.000709	0.001691	0.000213	0.000023	0.000000	0.006976	0.017287	0.020232	0.000000	0.185595	0.000003	0.273819	0.000000	0.187335	0.000000	-11898.448
1894	0.002288	0.001192	0.002097	0.005069	0.003221	0.001935	0.001827	0.007705	0.004166	0.003528	0.010175	0.002745	0.021511	0.002055	0.001993	0.000838	0.000760	0.001871	0.000228	0.000314	0.000000	0.006976	0.017287	0.020232	0.000000	0.185595	0.000000	0.273819	0.000000	0.187335	0.000000	-11926.633
1895	0.002288	0.001192	0.002097	0.005069	0.003221	0.001935	0.001827	0.006406	0.004166	0.004162	0.008964	0.002106	0.021511	0.002055	0.001993	0.000838	0.000760	0.001905	0.000228	0.010093	0.000000	0.000545	0.017287	0.020232	0.000000	0.185595	0.000000	0.273819	0.000000	0.187335	0.000000	-11936.524
1896	0.002005	0.001044	0.001838	0.004442	0.003839	0.001696	0.001601	0.005347	0.002371	0.003264	0.008548	0.001021	0.019509	0.001801	0.001746	0.000734	0.000666	0.001670	0.000200	0.010093	0.000000	0.000545	0.017287	0.020232	0.000000	0.185595	0.000003	0.273819	0.000000	0.187335	0.000016	-11941.501
1897	0.002893	0.001141	0.002009	0.004855	0.004196	0.002551	0.001750	0.005845	0.003646	0.003567	0.010137	0.001116	0.020261	0.001969	0.001909	0.000802	0.000728	0.001825	0.000218	0.001755	0.000000	0.000545	0.017287	0.020232	0.000000	0.185595	0.000000	0.273819	0.000000	0.187335	0.000001	-11951.417
1898	0.002893	0.001141	0.002009	0.004855	0.003216	0.002551	0.001418	0.005966	0.004530	0.003567	0.009417	0.001116	0.018714	0.001969	0.001909	0.000802	0.000728	0.001825	0.000241	0.001755	0.000000	0.000545	0.091858	0.020232	0.000000	0.185595	0.000000	0.273819	0.000002	0.187335	0.000056	-11957.400
1899	0.002893	0.001141	0.002009	0.004855	0.003216	0.002551	0.001418	0.005334	0.004530	0.003776	0.008700	0.001116	0.021841	0.001969	0.001909	0.000798	0.000728	0.001825	0.000195	0.001755	0.000000	0.000545	0.091858	0.020232	0.000000	0.185595	0.000000	0.273819	0.000060	0.187335	0.015222	-11960.478
1900	0.002893	0.001141	0.002009	0.004855	0.003216	0.002551	0.001418	0.005334	0.003362	0.003776	0.008971	0.001116	0.019077	0.001969	0.001938	0.000798	0.000775	0.001825	0.000227	0.001755	0.000000	0.000545	0.091858	0.020232	0.000000	0.185595	0.000000	0.273819	0.000130	0.187335	0.000390	-11955.790
1901	0.002893	0.001141	0.002009	0.004855	0.003216	0.002551	0.001418	0.005334	0.003362	0.003776	0.009799	0.001135	0.017866	0.001969	0.001938	0.000798	0.000769	0.001797	0.000227	0.000084	0.000000	0.000545	0.091858	0.020232	0.000000	0.185595	0.000000	0.273819	0.000000	0.187335	0.000013	-11926.953
1902	0.002893	0.001141	0.002009	0.004855	0.003216	0.002551	0.001668	0.006178	0.004856	0.003776	0.009744	0.001135	0.017866	0.001969	0.001938	0.000798	0.000750	0.001797	0.000227	0.000084	0.000000	0.000545	0.091858	0.020232	0.000000	0.185595	0.000000	0.273819	0.000031	0.187335	0.000013	-11925.538
1903	0.002893	0.001141	0.002009	0.004855	0.003216	0.002551	0.001549	0.006178	0.006119	0.003776	0.009146	0.001135	0.018707	0.001969	0.001938	0.000798	0.000750	0.001797	0.000227	0.001006	0.000000	0.000545	0.091858	0.020232	0.000000	0.185595	0.000000	0.273819	0.000419	0.187335	0.001162	-11898.516
1904	0.002893	0.001141	0.002009	0.004855	0.003216	0.002551	0.001549	0.006946	0.008730	0.003776	0.008513	0.001102	0.017701	0.001969	0.001912	0.000798	0.000750	0.001845	0.000227	0.002045	0.000000	0.000545	0.091858	0.020232	0.000000	0.185595	0.000000	0.273819	0.007140	0.187335	0.000476	-11918.007
1905	0.002893	0.001141	0.002009	0.004855	0.003216	0.002551	0.001549	0.006946	0.007808	0.003776	0.007584	0.001102	0.019095	0.001969	0.001912	0.000798	0.000750	0.001845	0.000227	0.012213	0.000000	0.000545	0.091858	0.020232	0.000000	0.185595	0.000000	0.273819	0.007140	0.187335	0.004114	-11916.698
1906	0.002893	0.001141	0.002009	0.004855	0.003216	0.002551	0.001484	0.006097	0.008054	0.004066	0.006961	0.001102	0.018991	0.001969	0.001916	0.000798	0.000750	0.001845	0.000240	0.012213	0.000000	0.000545	0.091858	0.000704	0.000000	0.185595	0.000000	0.273819	0.000058	0.187335	0.004114	-11894.824
1907	0.002893	0.001221	0.002009	0.004855	0.003216	0.002551	0.001484	0.005811	0.005502	0.004066	0.006097	0.001102	0.017673	0.001969	0.001936	0.000798	0.000750	0.001845	0.000240	0.012213	0.000000	0.000022	0.091858	0.000704	0.000000	0.185595	0.000003	0.210072	0.000003	0.187335	0.004114	-11910.448
1908	0.002893	0.001221	0.002009	0.004855	0.003216	0.002551	0.001490	0.004747	0.006041	0.004066	0.004471	0.001102	0.017673	0.001969	0.001936	0.000798	0.000750	0.001845	0.000240	0.012213	0.000000	0.000149	0.091858	0.000704	0.000000	0.185595	0.000000	0.210072	0.000064	0.187335	0.004114	-11928.682
1909	0.002893	0.001221	0.002009	0.004855	0.003216	0.002551	0.001490	0.004613	0.006600	0.004066	0.004378	0.001102	0.018662	0.001969	0.001936	0.000798	0.000750	0.001845	0.000240	0.012213	0.000000	0.000149	0.091858	0.041000	0.000000	0.185595	0.000000	0.210072	0.000021	0.187335	0.004114	-11920.525
1910	0.003199	0.001221	0.002009	0.004731	0.003216	0.001894	0.001490	0.004613	0.007385	0.003138	0.005108	0.001102	0.019568	0.001969	0.001936	0.000798	0.000741	0.001845	0.000240	0.012213	0.000000	0.000000	0.091858	0.041000	0.000000	0.185595	0.000001	0.210072	0.000038	0.187335	0.000097	-11915.245
1911	0.003199	0.001221	0.002009	0.004731	0.004395	0.001894	0.001490	0.004613	0.006336	0.003138	0.004147	0.001102	0.018648	0.001969	0.001936	0.000798	0.000741	0.001845	0.000240	0.008761	0.000000	0.000138	0.091858	0.041000	0.000000	0.185595	0.000018	0.210072	0.000038	0.187335	0.001820	-11917.607
