Gen	theta_1El	theta_2Mi	theta_3An	theta_4Po	theta_5Ab	theta_6Ge	theta_7Tr	theta_8MiPoAbAnGeTrEl	theta_9MiPoAbAnGeTr	theta_10MiPoAb	theta_11PoAb	theta_12AnGeTr	theta_13GeTr	tau_8MiPoAbAnGeTrEl	tau_9MiPoAbAnGeTr	tau_10MiPoAb	tau_11PoAb	tau_12AnGeTr	tau_13GeTr	M_El->Ge	M_El->Tr	M_An->Po	M_An->Ge	M_Po->An	M_Po->Ab	M_Ab->Po	M_Ge->El	M_Ge->An	M_Ge->Tr	M_Tr->El	M_Tr->Ge	lnL
1912	0.003095	0.001182	0.001943	0.004576	0.004252	0.001832	0.001442	0.004463	0.006206	0.003830	0.003582	0.001193	0.017070	0.001905	0.001872	0.000772	0.000683	0.001789	0.000232	0.000550	0.000000	0.000003	0.091858	0.041000	0.000000	0.185595	0.001271	0.210072	0.000014	0.187335	0.029763	-11903.574
1913	0.003407	0.001182	0.001943	0.004576	0.004252	0.001832	0.001442	0.004463	0.007226	0.003131	0.003582	0.001233	0.017934	0.001905	0.001872	0.000792	0.000683	0.001739	0.000232	0.000009	0.000000	0.000108	0.091858	0.041000	0.000000	0.185595	0.000060	0.184953	0.001587	0.187335	0.000236	-11890.117
1914	0.003407	0.001182	0.001943	0.004576	0.004252	0.001832	0.001851	0.004463	0.005319	0.003131	0.003582	0.001233	0.017434	0.001905	0.001896	0.000792	0.000683	0.001739	0.000232	0.000362	0.000000	0.000005	0.091858	0.041000	0.000000	0.185595	0.000060	0.184953	0.001587	0.187335	0.000000	-11900.052
1915	0.003407	0.001182	0.001943	0.004576	0.004252	0.001832	0.001851	0.004463	0.004579	0.004216	0.003582	0.001233	0.018672	0.001905	0.001897	0.000792	0.000683	0.001739	0.000232	0.000362	0.000000	0.000110	0.091858	0.041000	0.000000	0.185595	0.004600	0.184953	0.000060	0.187335	0.000004	-11908.866
1916	0.003407	0.001182	0.001306	0.004891	0.004252	0.001832	0.001851	0.004463	0.003700	0.004073	0.004519	0.001239	0.019124	0.001905	0.001897	0.000792	0.000683	0.001731	0.000232	0.000362	0.000000	0.007005	0.091858	0.041000	0.000000	0.185595	0.004600	0.184953	0.000000	0.187335	0.000702	-11897.173
1917	0.003407	0.001182	0.001306	0.004891	0.004252	0.001832	0.001851	0.005117	0.003972	0.004073	0.005311	0.001239	0.019783	0.001905	0.001897	0.000792	0.000683	0.001731	0.000232	0.014259	0.000000	0.007005	0.091858	0.041000	0.000000	0.185595	0.000094	0.184953	0.000000	0.187335	0.000702	-11895.835
1918	0.003407	0.001182	0.001306	0.004133	0.004252	0.002242	0.001851	0.005377	0.003933	0.004073	0.004353	0.001239	0.018165	0.001905	0.001897	0.000792	0.000657	0.001731	0.000232	0.014259	0.000000	0.007005	0.091858	0.041000	0.000000	0.185595	0.000094	0.184953	0.000000	0.187335	0.000132	-11920.024
1919	0.002295	0.001291	0.001427	0.004516	0.004259	0.002450	0.002493	0.005875	0.003239	0.004450	0.004756	0.001404	0.021150	0.002081	0.002073	0.000865	0.000718	0.001833	0.000254	0.014259	0.000000	0.012521	0.091858	0.041000	0.000000	0.185595	0.000094	0.184953	0.000000	0.187335	0.000132	-11928.678
1920	0.002295	0.001291	0.001992	0.004516	0.003343	0.002450	0.002493	0.005851	0.004349	0.004450	0.005859	0.001404	0.020799	0.002081	0.002073	0.000865	0.000718	0.001833	0.000278	0.014259	0.000005	0.012521	0.091858	0.041000	0.000000	0.185595	0.006376	0.184953	0.000000	0.187335	0.000007	-11943.292
1921	0.002295	0.001285	0.001741	0.004516	0.003845	0.002450	0.002493	0.004900	0.004296	0.004450	0.006629	0.002644	0.021432	0.002081	0.002073	0.000865	0.000718	0.001778	0.000278	0.000148	0.000140	0.012521	0.091858	0.009620	0.000000	0.185595	0.006376	0.184953	0.000000	0.187335	0.000000	-11936.116
1922	0.002295	0.001285	0.001741	0.004516	0.003845	0.002450	0.001839	0.005819	0.004227	0.003576	0.005851	0.002686	0.020554	0.002081	0.002049	0.000901	0.000718	0.001755	0.000278	0.000001	0.000140	0.000792	0.091858	0.009620	0.000000	0.185595	0.006376	0.184953	0.000001	0.187335	0.000002	-11921.030
1923	0.002295	0.001285	0.001741	0.004516	0.003247	0.002450	0.002347	0.004943	0.003227	0.004215	0.006909	0.002686	0.018586	0.002081	0.002050	0.000901	0.000718	0.001755	0.000322	0.000107	0.000140	0.000792	0.002925	0.009620	0.000000	0.185595	0.006376	0.184953	0.000023	0.187335	0.000159	-11932.763
1924	0.002295	0.001285	0.001741	0.004516	0.003247	0.002450	0.002347	0.006234	0.002299	0.004450	0.005822	0.003379	0.019369	0.002081	0.002050	0.000876	0.000718	0.001720	0.000322	0.000107	0.001780	0.000792	0.002925	0.009620	0.000000	0.185595	0.006376	0.184953	0.000001	0.080442	0.000159	-11938.439
1925	0.002295	0.001285	0.001741	0.004516	0.003247	0.002450	0.002347	0.006234	0.003138	0.005304	0.004376	0.004188	0.021494	0.002081	0.002067	0.000887	0.000764	0.001692	0.000289	0.000006	0.001780	0.000015	0.002925	0.009620	0.000000	0.185595	0.000208	0.184953	0.000001	0.080442	0.000002	-11928.119
1926	0.002295	0.001285	0.001741	0.004516	0.003247	0.002545	0.002347	0.006234	0.001965	0.005304	0.005054	0.005227	0.021036	0.002081	0.002067	0.000887	0.000764	0.001692	0.000289	0.000330	0.001780	0.000025	0.002925	0.009620	0.000000	0.185595	0.000208	0.184953	0.000390	0.080442	0.000098	-11926.762
1927	0.002295	0.001285	0.001741	0.004516	0.003247	0.002545	0.002347	0.004623	0.001965	0.005304	0.005732	0.005227	0.021230	0.002081	0.002067	0.000887	0.000742	0.001692	0.000272	0.000330	0.005472	0.000001	0.002925	0.009620	0.000000	0.185595	0.000005	0.184953	0.010566	0.080442	0.008939	-11916.413
1928	0.002295	0.001285	0.001741	0.004516	0.003247	0.002545	0.002347	0.004623	0.002459	0.006286	0.004555	0.006054	0.022289	0.002081	0.002067	0.000887	0.000767	0.001705	0.000272	0.000008	0.000332	0.000000	0.002925	0.009620	0.000000	0.185595	0.001797	0.184953	0.010566	0.080442	0.008939	-11915.712
1929	0.002295	0.001285	0.001741	0.004516	0.003247	0.002545	0.002347	0.006096	0.002459	0.004927	0.004555	0.005732	0.022289	0.002081	0.002067	0.000887	0.000767	0.001665	0.000272	0.000006	0.016254	0.000000	0.093607	0.009620	0.000000	0.185595	0.000076	0.184953	0.010566	0.080442	0.008939	-11914.852
1930	0.002295	0.001285	0.001741	0.004978	0.003247	0.002545	0.002347	0.006096	0.002033	0.004070	0.005244	0.004876	0.020825	0.002081	0.002067	0.000887	0.000798	0.001665	0.000272	0.000125	0.000401	0.000000	0.093607	0.009620	0.000000	0.185595	0.000151	0.184953	0.000224	0.080442	0.000601	-11929.815
1931	0.002129	0.001192	0.001615	0.004618	0.003012	0.002223	0.002177	0.005656	0.001886	0.003776	0.004069	0.004523	0.019530	0.001931	0.001917	0.000823	0.000740	0.001544	0.000253	0.000038	0.000401	0.000000	0.093607	0.009620	0.000000	0.185595	0.000007	0.184953	0.000011	0.080442	0.000601	-11917.673
1932	0.002129	0.001192	0.001615	0.004618	0.003012	0.002223	0.002177	0.006079	0.001886	0.004485	0.004069	0.004422	0.019530	0.001931	0.001917	0.000823	0.000740	0.001574	0.000253	0.000038	0.000401	0.000000	0.002892	0.009620	0.000000	0.185595	0.000000	0.184953	0.000011	0.080442	0.000152	-11910.945
1933	0.002014	0.001192	0.001615	0.004618	0.003012	0.002223	0.002177	0.006079	0.001886	0.004485	0.004069	0.004559	0.020325	0.001931	0.001917	0.000823	0.000740	0.001534	0.000253	0.000038	0.000143	0.000000	0.002892	0.009620	0.000000	0.185595	0.000000	0.184953	0.000164	0.080442	0.006547	-11902.086
1934	0.002014	0.001192	0.001615	0.004618	0.003012	0.002223	0.002177	0.006079	0.001886	0.003585	0.004069	0.004697	0.020325	0.001931	0.001917	0.000823	0.000740	0.001497	0.000253	0.002946	0.002199	0.000000	0.002892	0.009620	0.000000	0.185595	0.000092	0.184953	0.004001	0.080442	0.006547	-11914.018
1935	0.002014	0.001192	0.001615	0.004618	0.002579	0.002223	0.001836	0.005699	0.000764	0.003585	0.003895	0.004697	0.019207	0.001931	0.001917	0.000823	0.000773	0.001497	0.000253	0.000136	0.002199	0.000000	0.002892	0.009620	0.000000	0.185595	0.000264	0.184953	0.004001	0.080442	0.000068	-11919.721
1936	0.002144	0.001269	0.001720	0.004916	0.002745	0.002366	0.001955	0.007383	0.001735	0.003816	0.004146	0.004297	0.017581	0.002055	0.002024	0.000876	0.000823	0.001593	0.000269	0.000136	0.000059	0.000000	0.002892	0.009620	0.000000	0.185595	0.000056	0.184953	0.000014	0.080442	0.000068	-11908.367
1937	0.002638	0.001215	0.001648	0.004710	0.002631	0.002267	0.001873	0.006213	0.001589	0.003657	0.003973	0.004907	0.018129	0.001969	0.001958	0.000839	0.000788	0.001519	0.000258	0.002661	0.000006	0.000022	0.002892	0.000651	0.000000	0.185595	0.026626	0.184953	0.000001	0.080442	0.000120	-11903.944
1938	0.002597	0.001267	0.001718	0.004911	0.002743	0.002941	0.001953	0.007614	0.000630	0.003812	0.004142	0.005116	0.019411	0.002053	0.002042	0.000875	0.000822	0.001584	0.000262	0.000144	0.000213	0.002562	0.002892	0.000651	0.000000	0.185595	0.026626	0.184953	0.000040	0.080442	0.000001	-11912.508
1939	0.002597	0.001267	0.001718	0.004911	0.002743	0.002941	0.001953	0.007614	0.001361	0.003812	0.003210	0.005445	0.018103	0.002053	0.002042	0.000875	0.000822	0.001625	0.000262	0.000144	0.000005	0.002562	0.042603	0.000651	0.000000	0.185595	0.026626	0.184953	0.001029	0.080442	0.000006	-11922.893
1940	0.002597	0.001267	0.001718	0.004911	0.002743	0.002453	0.001953	0.006774	0.001431	0.004681	0.003859	0.004705	0.019649	0.002053	0.002021	0.000875	0.000822	0.001625	0.000262	0.005289	0.000035	0.002562	0.042603	0.000651	0.000000	0.185595	0.003219	0.184953	0.000023	0.080442	0.000001	-11913.221
1941	0.002597	0.001267	0.001718	0.004911	0.002743	0.002453	0.001953	0.007467	0.001431	0.004681	0.003430	0.004705	0.019649	0.002053	0.002021	0.000875	0.000838	0.001625	0.000262	0.005289	0.000035	0.002562	0.042603	0.029392	0.000000	0.185595	0.000065	0.184953	0.001380	0.080442	0.000002	-11918.502
1942	0.002597	0.001267	0.001718	0.004578	0.002743	0.002453	0.001953	0.006892	0.001431	0.004681	0.003430	0.003988	0.021805	0.002053	0.002021	0.000875	0.000838	0.001680	0.000245	0.000386	0.001213	0.002562	0.042603	0.029392	0.000000	0.185595	0.000065	0.184953	0.011163	0.080442	0.000000	-11912.616
1943	0.002597	0.001267	0.001718	0.004578	0.002743	0.002453	0.001953	0.005714	0.001431	0.004419	0.003430	0.002589	0.022330	0.002053	0.002021	0.000875	0.000838	0.001780	0.000245	0.000386	0.001213	0.000029	0.042603	0.037477	0.000000	0.185595	0.000001	0.184953	0.011163	0.080442	0.000001	-11922.917
1944	0.002882	0.001406	0.001906	0.005081	0.003044	0.002722	0.002167	0.006342	0.001589	0.004904	0.003807	0.002889	0.026236	0.002278	0.002243	0.000971	0.000930	0.002018	0.000272	0.000015	0.000457	0.000852	0.042603	0.037477	0.000000	0.185595	0.000001	0.184953	0.011163	0.080442	0.000000	-11913.761
1945	0.003568	0.001335	0.001810	0.004825	0.002890	0.002585	0.002058	0.006022	0.001508	0.004657	0.004620	0.002846	0.025731	0.002163	0.002130	0.000922	0.000846	0.001856	0.000258	0.007086	0.000457	0.000852	0.042603	0.003723	0.000000	0.185595	0.000007	0.184953	0.011163	0.080442	0.000001	-11922.572
1946	0.003568	0.001335	0.001810	0.005120	0.002890	0.002585	0.002058	0.006022	0.001371	0.004657	0.003281	0.002846	0.027036	0.002163	0.002130	0.000922	0.000846	0.001856	0.000258	0.007086	0.000457	0.000852	0.042603	0.000073	0.000000	0.185595	0.000000	0.137653	0.023098	0.082191	0.000015	-11919.315
1947	0.002212	0.001185	0.001606	0.004542	0.002564	0.002293	0.001826	0.005343	0.001204	0.003431	0.004312	0.002594	0.024898	0.001919	0.001904	0.000818	0.000767	0.001609	0.000229	0.007086	0.001746	0.000012	0.042603	0.000001	0.000000	0.185595	0.000005	0.137653	0.023098	0.082191	0.000015	-11911.143
1948	0.002212	0.001185	0.001606	0.004542	0.002744	0.002293	0.001826	0.005343	0.001204	0.003339	0.004174	0.002594	0.020770	0.001919	0.001904	0.000818	0.000793	0.001609	0.000268	0.007086	0.001256	0.002749	0.042603	0.000034	0.000001	0.185595	0.000000	0.137653	0.023098	0.082191	0.000015	-11906.914
1949	0.002212	0.001185	0.001606	0.004542	0.002744	0.002293	0.001826	0.004260	0.001204	0.003339	0.004874	0.002689	0.020770	0.001919	0.001904	0.000818	0.000793	0.001562	0.000268	0.000446	0.001256	0.002749	0.042603	0.000001	0.000141	0.185595	0.000081	0.137653	0.023098	0.082191	0.000000	-11920.642
1950	0.002212	0.001185	0.001606	0.004542	0.002744	0.002293	0.001826	0.005336	0.001779	0.003385	0.004874	0.002717	0.021124	0.001919	0.001904	0.000818	0.000793	0.001548	0.000268	0.003618	0.001256	0.002749	0.042603	0.000001	0.002396	0.131380	0.002238	0.137653	0.023098	0.082191	0.000000	-11917.258
1951	0.002966	0.001340	0.001817	0.005139	0.003105	0.002595	0.002066	0.006037	0.003621	0.003830	0.005425	0.002958	0.028455	0.002171	0.002154	0.000925	0.000912	0.001752	0.000265	0.000029	0.001256	0.002749	0.004016	0.000000	0.002396	0.131380	0.002238	0.137653	0.023098	0.082191	0.000000	-11928.936
1952	0.002966	0.001340	0.001817	0.005139	0.003105	0.002595	0.002066	0.006037	0.004055	0.003830	0.006427	0.003044	0.027278	0.002171	0.002123	0.000925	0.000856	0.001710	0.000265	0.001003	0.001256	0.000036	0.046491	0.000007	0.002396	0.131380	0.002238	0.137653	0.023098	0.082191	0.000008	-11937.247
1953	0.002715	0.001227	0.001664	0.004705	0.002843	0.002376	0.001891	0.005527	0.002953	0.003808	0.005495	0.003582	0.025730	0.001988	0.001944	0.000842	0.000784	0.001555	0.000242	0.032290	0.000029	0.000036	0.046491	0.001022	0.002396	0.131380	0.000307	0.137653	0.023098	0.082191	0.000253	-11934.924
1954	0.002715	0.001227	0.001664	0.004705	0.002843	0.002376	0.001891	0.005527	0.003416	0.003344	0.004698	0.003582	0.026774	0.001988	0.001944	0.000842	0.000784	0.001555	0.000242	0.000529	0.001253	0.000971	0.046491	0.000042	0.000031	0.131380	0.000008	0.137653	0.001011	0.082191	0.000032	-11933.569
1955	0.002715	0.001227	0.001664	0.004705	0.002843	0.002376	0.001891	0.005527	0.004766	0.002134	0.004023	0.003543	0.026259	0.001988	0.001899	0.000842	0.000784	0.001570	0.000242	0.000042	0.000033	0.008585	0.046491	0.001406	0.000031	0.131380	0.000051	0.137653	0.000028	0.082191	0.000279	-11929.842
1956	0.002715	0.001227	0.001664	0.004705	0.002843	0.002376	0.001891	0.005910	0.005317	0.002134	0.003401	0.003583	0.027323	0.001988	0.001865	0.000842	0.000799	0.001555	0.000242	0.000042	0.000011	0.008585	0.046491	0.001406	0.000000	0.131380	0.001572	0.137653	0.000708	0.032201	0.000544	-11916.618
1957	0.002715	0.001227	0.001664	0.004705	0.002843	0.002155	0.001891	0.006954	0.006187	0.002134	0.003567	0.003728	0.026406	0.001988	0.001865	0.000842	0.000761	0.001504	0.000242	0.000004	0.000011	0.010068	0.046491	0.001406	0.000000	0.131380	0.001572	0.137653	0.013763	0.032201	0.003666	-11913.106
1958	0.002715	0.001227	0.001664	0.004705	0.002843	0.002155	0.001891	0.007939	0.007102	0.002134	0.005167	0.002918	0.027463	0.001988	0.001865	0.000842	0.000761	0.001569	0.000242	0.000000	0.000011	0.000353	0.046491	0.001406	0.000000	0.131380	0.008391	0.137653	0.000128	0.032201	0.000007	-11943.733
1959	0.002715	0.001227	0.001664	0.004705	0.002843	0.002155	0.001891	0.007212	0.006441	0.002134	0.004259	0.002226	0.026804	0.001988	0.001840	0.000842	0.000761	0.001619	0.000242	0.000013	0.000080	0.000006	0.046491	0.001406	0.000000	0.131380	0.008391	0.137653	0.012086	0.032201	0.001072	-11920.733
1960	0.002715	0.001227	0.001664	0.004705	0.002843	0.002155	0.001891	0.007212	0.006070	0.002134	0.004259	0.002138	0.026104	0.001988	0.001888	0.000842	0.000761	0.001675	0.000242	0.000013	0.002852	0.000122	0.046491	0.003579	0.000000	0.131380	0.000240	0.137653	0.000054	0.032201	0.001072	-11910.526
1961	0.002885	0.001304	0.001768	0.004999	0.003020	0.002290	0.002009	0.007663	0.008320	0.002268	0.004295	0.002340	0.027116	0.002112	0.001980	0.000894	0.000852	0.001735	0.000257	0.000013	0.000131	0.017739	0.046491	0.000067	0.000000	0.131380	0.013901	0.137653	0.000003	0.032201	0.000056	-11914.829
1962	0.002885	0.001304	0.001768	0.004999	0.003020	0.002290	0.002009	0.007663	0.008692	0.002268	0.005279	0.002416	0.027687	0.002112	0.001980	0.000894	0.000852	0.001689	0.000257	0.000013	0.000131	0.002962	0.046491	0.000067	0.000000	0.131380	0.013901	0.137653	0.000000	0.032201	0.000000	-11915.649
1963	0.002885	0.001304	0.001768	0.004999	0.003020	0.002290	0.002009	0.008584	0.008629	0.002268	0.006989	0.002375	0.029296	0.002112	0.001946	0.000894	0.000852	0.001633	0.000257	0.000505	0.008485	0.000018	0.046491	0.000002	0.000000	0.131380	0.013901	0.137653	0.000000	0.032201	0.000012	-11919.236
1964	0.002787	0.001259	0.001707	0.004829	0.002917	0.002212	0.001416	0.008292	0.007020	0.002190	0.007602	0.002218	0.029248	0.002040	0.001880	0.000864	0.000823	0.001623	0.000249	0.047541	0.000188	0.000001	0.046491	0.000000	0.000000	0.131380	0.000036	0.137653	0.000000	0.032201	0.000005	-11900.911
1965	0.002787	0.001259	0.001707	0.004829	0.002917	0.002212	0.001416	0.007537	0.005522	0.003206	0.006783	0.002794	0.030541	0.002040	0.001908	0.000851	0.000823	0.001663	0.000249	0.047541	0.000011	0.000038	0.046491	0.000012	0.000004	0.131380	0.000036	0.137653	0.000000	0.032201	0.000000	-11885.538
1966	0.002787	0.001259	0.001707	0.004829	0.002917	0.002212	0.001416	0.006605	0.004426	0.003206	0.007690	0.002794	0.029347	0.002040	0.001908	0.000851	0.000823	0.001663	0.000249	0.047541	0.000001	0.001418	0.046491	0.000675	0.000004	0.131380	0.013774	0.137653	0.000000	0.032201	0.000019	-11896.482
1967	0.003059	0.001383	0.001874	0.005301	0.003203	0.002609	0.002580	0.006239	0.007223	0.003520	0.010183	0.003067	0.031419	0.002240	0.002052	0.000934	0.000908	0.001826	0.000273	0.047541	0.000001	0.000128	0.046491	0.000098	0.004519	0.131380	0.013774	0.137653	0.000000	0.032201	0.000019	-11935.648
1968	0.002427	0.001383	0.001874	0.005301	0.003203	0.002609	0.002580	0.005860	0.005789	0.003520	0.011023	0.003067	0.031918	0.002240	0.002075	0.000934	0.000913	0.001826	0.000273	0.047541	0.000000	0.000128	0.046491	0.000000	0.000787	0.131380	0.013774	0.137653	0.000000	0.032201	0.000001	-11924.607
1969	0.002427	0.001383	0.001874	0.005301	0.003203	0.002163	0.002151	0.005860	0.004397	0.003520	0.011023	0.003935	0.030595	0.002240	0.002107	0.000934	0.000913	0.001794	0.000273	0.047541	0.000012	0.000001	0.046491	0.000002	0.000001	0.131380	0.000357	0.137653	0.000000	0.032201	0.000024	-11942.971
1970	0.002191	0.001248	0.001692	0.004786	0.002892	0.001952	0.001942	0.006061	0.004432	0.003178	0.009431	0.003537	0.028953	0.002022	0.001902	0.000844	0.000824	0.001626	0.000246	0.000117	0.000170	0.000009	0.046491	0.000002	0.000000	0.131380	0.000955	0.137653	0.000000	0.032201	0.000001	-11925.905
1971	0.002414	0.001375	0.001864	0.005273	0.003186	0.002151	0.002140	0.005680	0.004429	0.003501	0.010371	0.004966	0.030699	0.002228	0.002047	0.000930	0.000910	0.001791	0.000271	0.000557	0.000004	0.000037	0.046491	0.000071	0.000000	0.131380	0.000044	0.137653	0.000000	0.032201	0.000005	-11916.213
1972	0.002414	0.001375	0.001864	0.005273	0.003186	0.002151	0.002140	0.005680	0.004429	0.003575	0.010947	0.006002	0.031200	0.002228	0.002047	0.000929	0.000896	0.001758	0.000271	0.009774	0.000106	0.019144	0.046491	0.000001	0.000000	0.131380	0.000001	0.137653	0.000000	0.032201	0.000000	-11920.905
1973	0.002414	0.001375	0.001864	0.005273	0.003186	0.002151	0.002140	0.006822	0.004674	0.003575	0.009963	0.006002	0.031794	0.002228	0.002032	0.000929	0.000896	0.001758	0.000271	0.009774	0.001042	0.000265	0.046491	0.000001	0.000000	0.131380	0.000245	0.137653	0.000000	0.032201	0.000000	-11931.546
1974	0.002414	0.001527	0.001864	0.005273	0.003186	0.002151	0.002140	0.006983	0.005914	0.003575	0.009963	0.004796	0.030561	0.002228	0.002032	0.000929	0.000896	0.001828	0.000271	0.000223	0.001042	0.002752	0.046491	0.000000	0.000000	0.131380	0.000001	0.137653	0.000000	0.032201	0.000000	-11925.331
1975	0.002414	0.001527	0.001864	0.005273	0.003186	0.002151	0.002140	0.006983	0.007965	0.002909	0.009028	0.004796	0.031509	0.002228	0.001990	0.000924	0.000882	0.001828	0.000271	0.000223	0.001042	0.000189	0.046491	0.000000	0.000000	0.131380	0.000054	0.137653	0.000000	0.032201	0.000000	-11902.442
1976	0.002414	0.001527	0.001864	0.005273	0.003186	0.002151	0.002140	0.007499	0.005839	0.002912	0.010018	0.003496	0.032871	0.002228	0.002024	0.000924	0.000882	0.001828	0.000271	0.000034	0.001042	0.000045	0.046491	0.000000	0.000000	0.131380	0.000233	0.137653	0.000000	0.032201	0.000000	-11900.951
1977	0.002177	0.001377	0.001682	0.004756	0.002874	0.001940	0.001930	0.005977	0.005266	0.003639	0.007986	0.003064	0.030391	0.002009	0.001826	0.000834	0.000826	0.001689	0.000245	0.000001	0.000006	0.000045	0.046491	0.000000	0.000000	0.131380	0.004235	0.137653	0.000000	0.032201	0.000000	-11921.998
1978	0.002177	0.001377	0.001682	0.004756	0.002874	0.001940	0.001930	0.005781	0.004839	0.003639	0.006965	0.002179	0.030573	0.002040	0.001826	0.000834	0.000826	0.001720	0.000243	0.000000	0.000100	0.000045	0.046491	0.000000	0.000000	0.131380	0.000298	0.137653	0.000000	0.032201	0.000000	-11908.940
1979	0.002177	0.001377	0.001682	0.004756	0.002874	0.001940	0.001930	0.005781	0.006044	0.002917	0.008047	0.002179	0.032407	0.002040	0.001826	0.000834	0.000826	0.001720	0.000243	0.000000	0.000100	0.000111	0.046491	0.000000	0.000000	0.131380	0.000014	0.225108	0.000000	0.032201	0.000000	-11910.346
1980	0.002025	0.001281	0.001564	0.004423	0.002672	0.002239	0.001795	0.006433	0.004736	0.002713	0.008321	0.002026	0.029624	0.001897	0.001698	0.000775	0.000768	0.001600	0.000226	0.000000	0.000100	0.000017	0.046491	0.000000	0.000000	0.131380	0.002163	0.225108	0.000000	0.076033	0.000000	-11947.404
1981	0.002245	0.001401	0.002671	0.004837	0.002922	0.002449	0.001963	0.007035	0.005180	0.002967	0.009166	0.002216	0.031071	0.002075	0.001857	0.000848	0.000840	0.001750	0.000248	0.000000	0.000398	0.000027	0.046491	0.000000	0.000051	0.131380	0.000027	0.225108	0.000000	0.076033	0.000000	-11916.572
